id,content,score,content_length,cleaned_content,keywords_str
281,在使用中后面在评价,5,9,在使用中后面在评价,后面 使用 评价
282,什么破手机，才买20天就自动关机后开不起机了，真不该买，这是网上购物最差的一次,1,39,什么破手机才买天就自动关机后开不起机了真不该买这是网上购物最差的一次,网上 购物 手机
283,物物速度快，服务也好,5,10,物物速度快服务也好,服务 速度
284,夏普手机质量非常好，价格合理，非常满意！,5,20,夏普手机质量非常好价格合理非常满意,非常 夏普 质量 满意 手机
285,还可以刷脸解锁，帮朋友买的，她很满意,5,18,还可以刷脸解锁帮朋友买的她很满意,朋友 解锁 满意
286,第一次买vivo，真心不错，1498的机子，没想到照相很清晰，性价比很高，买值了，还送了小音响，用了，真不错，机子贴膜都贴好了，不用自己单贴膜，拿起来就用，系统也不错，很快，国产的品牌真挺不错的。,5,98,第一次买真心不错的机子没想到照相很清晰性价比很高买值了还送了小音响用了真不错机子贴膜都贴好了不用自己单贴膜拿起来就用系统也不错很快国产的品牌真挺不错的,贴膜 机子 真不错 音响 没想到 挺不错 真心 照相 不用 品牌 国产 不错 第一次 起来 清晰
287,幻夜黑颜色很漂亮，2.5D屏幕，圆润。2K屏很清晰，惊艳,5,28,幻夜黑颜色很漂亮屏幕圆润屏很清晰惊艳,惊艳 颜色 很漂亮 清晰 屏幕
288,手机好用快递送的快。,5,10,手机好用快递送的快,好用 手机
289,收到了，挺好的，声音大，电池大，好用发货速度快，非常满意，好好好。,5,33,收到了挺好的声音大电池大好用发货速度快非常满意好好好,好好 声音 发货 电池 满意 收到 速度 非常
290,特地用了一段时间才来评价，这手机值得这个价钱，打游戏还行，就是电池很不耐用，摄像头也很突出，人脸识别很鸡肋，但是总体感觉还是很好的,5,65,特地用了一段时间才来评价这手机值得这个价钱打游戏还行就是电池很不耐用摄像头也很突出人脸识别很鸡肋但是总体感觉还是很好的,鸡肋 突出 价钱 打游戏 人脸识别 耐用 一段时间 摄像头 值得 电池 评价 感觉 手机
291,没有真正意义上的窄边框，不过已经不错了，手机流畅，另外还有51G空间可用，同时试了下近距拍摄，我的发毛清晰可见,5,55,没有真正意义上的窄边框不过已经不错了手机流畅另外还有空间可用同时试了下近距拍摄我的发毛清晰可见,真正 拍摄 边框 流畅 没有 不错 手机
292,很不错，京东促销厉害4777.还是两百多京豆很划算，玻璃很有质感，想当初买个16G的iphone4S都比这个8还贵，苹果系统好，相对也安全，插了手机码在官网，没有问题。推荐购买。,5,89,很不错京东促销厉害还是两百多京豆很划算玻璃很有质感想当初买个的都比这个还贵苹果系统好相对也安全插了手机码在官网没有问题推荐购买,安全 相对 官网 厉害 买个 划算 质感 推荐 玻璃 苹果 购买 系统 问题 没有 京东
293,手机收到。外观设计很好！美观大方。我喜欢！一直使用华为手机。从荣耀七，荣耀八，荣耀九。反正一出新机就想换。荣耀十就想换。一直考虑。看见这款机挺心动！现在手里的荣耀七，荣耀八。想不出处理办法！有不敢随便处理。怕高手把里面资料回复。留在手里也不是办法。给人也不敢。如果有好的方法！介绍个！,5,142,手机收到外观设计很好美观大方我喜欢一直使用华为手机从荣耀七荣耀八荣耀九反正一出新机就想换荣耀十就想换一直考虑看见这款机挺心动现在手里的荣耀七荣耀八想不出处理办法有不敢随便处理怕高手把里面资料回复留在手里也不是办法给人也不敢如果有好的方法介绍个,荣耀 办法 不敢 处理 手里 资料 方法 介绍 心动 随便 回复 外观设计 考虑 新机 里面
294,手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！,5,105,手机很快就收到了实物与商品介绍一样手感和外观上看着还不错因为一直用的都是华为手机打开看内容还是那么熟悉一如既往的好买手机时的选择性太多好不容易选择购买了这款希望长久的使用质量寿命令人满意就好,介绍 熟悉 实物 商品 一如既往 买手机 这款 看着 选择 打开 华为 内容 购买 质量 希望
295,机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错,5,124,机器没得说价格也合理虽说仍有不足但还是比较满意的首发就抢到了暂时发现的不足就是扬声器没有现在用的好虽说有点儿立体声但是低音一般还有就是显示应该是屏幕的问题比如说看新闻的时候向下滑动字体会模糊这点不满意其他都不错,不足 新闻 扬声器 合理 比较满意 首发 这点 字体 没得说 暂时 机器 显示 应该 发现 价格
296,本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。,5,182,本来觉得双十一还会便宜的想不到和月初的价格差不多想想还是感觉入手了早买早享受我的也该退休了的内存完全不够用值得表扬的是快递真的太快了双十一买的号下午就到了然后玩了一晚上机子运行速度挺快不过有些网上传的小问题出现了两次开机闪屏的现象后来就好了不影响机子运行打电话有轻微电流声可以接受整天感觉还行等用段时间在看看,双十 机子 运行 轻微 表扬 享受 想想 感觉 太快 段时间 不够 现象 接受 影响 打电话
297,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,5,309,中框真空镀镭雕后盖复合材料丝印工艺属实感十足英寸分辨率的齐刘海全面屏加上超窄比边框特别是彩屏幕看视频色彩分辨率非常不错超级享受在录像和拍照中像素用起来非常给力性价比不错内存加上的存储主频非常给力还能微信多开同时采用简洁轻便在玩游戏过程中都可以完全体验到手机系统的流畅度在加上英寸超大屏幕和看视频玩游戏都非常的爽在充电上也是配有快速充电可以快速的充电并在大电池的支持下可以非常快的上手在玩游戏的过程中也没觉得烫手是一个值得入手的性价比和颜值都高的手机,加上 非常 玩游戏 快速 过程 充电 英寸 给力 分辨率 视频 属实 性价比 简洁 享受 屏幕
298,手机很好用，京东快递就是快，手机一段时间了。,5,22,手机很好用京东快递就是快手机一段时间了,一段时间 快递 手机 京东
299,收到货，声音很大，功能也多，适合老人用，就是重量有点重，,5,28,收到货声音很大功能也多适合老人用就是重量有点重,适合 很大 老人 声音 功能 收到
300,27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。,5,56,号下的单今天收到星期内坐标河南商丘手机是武汉仓过来的充电头是的 不支持快充已经另外购买,过来 星期 快充 充电 购买 支持 收到 手机
301,购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！,5,443,购买前经过选购对比最终买了这个机器机型收货很快收到初步检查也没问题速度肯定快因为之前用的老手机慢要下岗由这个替代另外这个配置的目前也是顶级高端了所以肯定快手感由于之前手机小现在手机屏幕都大了这个虽然相对小但是还是比老手机大的多拿起来把持起来很累手但是现在手机屏幕都大了也没办法如果能小点自然更好 购买后用了几天没发现机器有什么故障和问题问题不大用网上说的手机跑分工具测试不到万多分大概是号购买的第天推送了那个什么的加持手机体验速度的所谓黑科技更新后又跑分上了万如图由于手机平时用的不多主要接打电话目前也没体验看视频没体验任何游戏没安装 只说下语音通话都没发现问题微信都正常使用唯一遗憾的是微信和不支持指纹支付这个前期我也不知道后来使用发现百度查询得知确认华为不支持这是最不好的地方本人主要用微信支付频繁些只能老手机继续了希望后续支持吧也希望这个手机能战几年,手机 微信 问题 发现 体验 支付 肯定 购买 支持 主要 机器 之前 起来 希望 使用
